,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
4984,U001,0100008001,ANHA foundation,2020-03-31 05:25:26.000000000,2020.0,1930576780.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,4891.4529999999995,16-30
4985,U001,0200799538,UNITE llc,2020-04-16 22:49:49.250000000,2020.0,1930638050.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,62812.147999999994,16-30
4986,U001,0200803720,DEC foundation,2020-04-09 03:37:54.750000000,2020.0,1930612429.0,2020-03-06 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,2639.798,16-30
4987,U001,0200772595,SAFEW associates,2020-05-21 03:22:02.375000000,2020.0,1930585466.0,2020-03-03 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAGD,17736.334,0-15
4988,U001,0200744019,TARG us,2020-05-29 15:26:59.750000000,2020.0,1930838016.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,3374.5879999999997,0-15
4989,U001,0200769623,WAL-MAR in,2020-04-21 14:32:00.500000000,2020.0,1930685025.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,38832.36,0-15
4990,U001,0200759878,SA llc,2020-05-14 01:28:56.250000000,2020.0,1930780787.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAH4,17780.252,16-30
4991,U001,0200770677,KRAS foundation,2020-05-17 08:30:24.125000000,2020.0,1930781849.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,79776.746,16-30
4992,U001,0200759878,SA foundation,2020-06-07 01:51:00.250000000,2020.0,1930845294.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,38660.272,16-30
4993,U001,0200677269,GOLD ,2020-04-08 10:57:21.500000000,2020.0,1930597442.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,12100.585,16-30
4994,U001,0200769623,WAL-MAR systems,2020-05-14 17:50:31.625000000,2020.0,1930799686.0,2020-04-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,NAH4,1329.23,0-15
4995,U001,0200744019,TARG co,2020-05-25 01:20:40.625000000,2020.0,1930823757.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,9256.051,16-30
4996,U001,200726979,BJ'S  us,2020-04-30 03:56:32.000000000,2020.0,1930705829.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,363.47499999999997,16-30
4997,U001,0200769623,WAL-MAR co,2020-04-05 14:37:42.500000000,2020.0,1930619545.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,2671.9629999999997,0-15
4998,U001,0200769623,WAL-MAR ,2020-04-11 21:10:01.250000000,2020.0,1930610096.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,10012.359,16-30
4999,U001,0200980828,BEN E co,2020-05-21 07:29:43.750000000,2020.0,1930786363.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,5741.414,0-15
5000,U001,0200255310,VALUE in,2020-04-15 05:26:05.625000000,2020.0,1930642860.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAU5,3688.7829999999994,16-30
5001,U001,0200794332,COST systems,2020-04-05 01:29:13.500000000,2020.0,1930603616.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAAX,1726.802,16-30
5002,U001,0200769623,WAL-MAR associates,2020-04-11 04:16:39.250000000,2020.0,1930614576.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,14534.366,16-30
5003,U001,0200126819,MCLANE systems,2020-05-31 09:33:03.500000000,2020.0,1930832248.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,13753.656,16-30
5004,U001,0200915438,GROC ,2020-06-10 00:03:22.500000000,2020.0,1930844389.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,9315.599999999999,16-30
5005,U001,0200752302,KROGER us,2020-05-18 13:38:03.875000000,2020.0,1930787917.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,52098.466,16-30
5006,U001,0200769623,WAL-MAR corporation,2020-05-03 23:39:26.375000000,2020.0,1930726023.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,27282.212999999996,16-30
5007,U001,0200772670,ASSOCIAT corporation,2020-05-09 14:58:39.875000000,2020.0,1930769661.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAU5,5946.9619999999995,16-30
5008,U001,0200780383,MEIJ associates,2020-05-22 10:48:49.500000000,2020.0,1930768406.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,55300.672,16-30
5009,U001,0200900909,SYSCO co,2020-04-04 12:48:11.750000000,2020.0,1930598464.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,31833.046,0-15
5010,U001,200774000,RALEY ,2020-06-11 22:50:15.250000000,2020.0,1930879748.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAA8,10083.143,16-30
5011,U001,0200769623,WAL-MAR associates,2020-04-14 11:45:52.125000000,2020.0,1930654354.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,32181.274999999998,0-15
5012,U001,200759878,SA ,2020-04-18 22:40:09.625000000,2020.0,1930676653.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,23919.532,0-15
5013,U001,CCU013,KRAFT F in,2020-03-17 02:53:16.187500000,2020.0,1930586389.0,2020-03-05 00:00:00.000000000,2020-03-05 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAX2,9080.568,0-15
5014,U001,0200772670,ASSOCIAT in,2020-04-29 17:33:40.250000000,2020.0,1930706747.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAU5,12998.867,16-30
5015,U001,0200769623,WAL-MAR co,2020-04-17 13:32:25.375000000,2020.0,1930661463.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAH4,28378.650999999998,16-30
5016,U001,0200881076,ALBERT trust,2020-04-20 22:51:43.750000000,2020.0,1930686817.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,63003.822,0-15
5017,U001,0200416837,DEC llc,2020-05-28 03:10:43.500000000,2020.0,1930812816.0,2020-04-22 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,369.054,16-30
5018,U001,200772670,ASSOCIAT us,2020-06-10 03:14:45.625000000,2020.0,1930876440.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAU5,61484.983,16-30
5019,U001,0200772670,ASSOCIAT systems,2020-05-15 02:52:41.500000000,2020.0,1930793139.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAU5,113404.26299999999,0-15
5020,U001,0200744019,TARG in,2020-04-21 07:39:09.250000000,2020.0,1930691403.0,2020-03-25 00:00:00.000000000,2020-04-09 00:00:00.000000000,2020-03-25 00:00:00.000000000,NAA8,5067.979,0-15
5021,U001,0200769623,WAL-MAR systems,2020-04-29 08:55:12.000000000,2020.0,1930715785.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,8566.873,0-15
5022,U001,0200148860,DOLLA associates,2020-05-31 20:24:23.367187500,2020.0,1930709651.0,2020-03-27 00:00:00.000000000,2020-05-31 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAGD,665.77,0-15
5023,U001,0200742521,GLA associates,2020-05-12 03:26:08.125000000,2020.0,1930675407.0,2020-03-26 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-03-26 00:00:00.000000000,NA32,2211.2999999999997,16-30
5024,U001,0200726979,BJ'S  trust,2020-04-06 13:18:23.250000000,2020.0,1930587730.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,278.43199999999996,16-30
5025,U001,0200772670,ASSOCIAT corp,2020-04-12 06:28:02.625000000,2020.0,1930645848.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAU5,23261.538999999997,16-30
5026,U001,0200769623,WAL-MAR ,2020-04-06 09:19:27.250000000,2020.0,1930618756.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,2991.0019999999995,0-15
5027,CA02,0140104429,COSTCO ,2020-03-23 05:52:25.000000000,2020.0,2960618238.0,2020-03-02 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-03-04 00:00:00.000000000,CA10,20681.55,0-15
5028,U001,200761734,H E BUT in,2020-04-17 06:23:06.750000000,2020.0,1930664506.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,70718.984,16-30
5029,U001,200780383,MEIJ us,2020-06-14 20:20:09.625000000,2020.0,1930863027.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAA8,62116.130999999994,16-30
5030,U001,200726979,BJ'S  llc,2020-04-29 01:42:28.500000000,2020.0,1930655683.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,75.03299999999999,16-30
5031,U001,0200705742,DOT associates,2020-04-09 15:35:08.875000000,2020.0,1930643508.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,2442.7479999999996,0-15
5032,U001,0200707005,KING S associates,2020-04-04 13:46:55.500000000,2020.0,1930584946.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,35381.492999999995,16-30
5033,U001,0200418007,AM associates,2020-08-07 11:51:47.250000000,2020.0,1930797159.0,2020-04-22 00:00:00.000000000,2020-06-26 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAGD,33.93599999999999,31-45
5034,U001,0200769623,WAL-MAR us,2020-05-28 11:18:21.125000000,2020.0,1930832938.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAH4,6037.366999999999,0-15
5035,U001,0200726979,BJ'S  co,2020-05-12 11:36:41.000000000,2020.0,1930730581.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,169.463,16-30
5036,U001,0200769623,WAL-MAR corporation,2020-06-05 23:39:26.375000000,2020.0,1930858143.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAH4,29783.704999999998,16-30
5037,U001,0200783734,FAREW corp,2020-04-13 21:40:39.750000000,2020.0,1930646541.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,16850.393,16-30
5038,U001,0200769623,WAL-MAR co,2020-05-09 12:11:52.750000000,2020.0,1930749482.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAH4,34147.617,16-30
5039,U001,0200468954,SKID foundation,2020-05-01 03:10:15.375000000,2020.0,1930747449.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,98199.75899999999,0-15
5040,U001,0200762301,C&S WH systems,2020-05-29 01:32:43.000000000,2020.0,1930643130.0,2020-03-13 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAGD,1074.766,0-15
5041,U001,0200769623,WAL-MAR ,2020-05-10 20:23:22.000000000,2020.0,1930768962.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAH4,24923.989999999998,16-30
5042,U001,0200759878,SA ,2020-05-26 21:46:21.000000000,2020.0,1930826743.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,26394.375,16-30
5043,U001,0200726979,BJ'S  associates,2020-04-25 16:00:59.750000000,2020.0,1930689486.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAA8,418.76099999999997,16-30
5044,U001,0200020431,DEC systems,2020-05-06 00:30:54.000000000,2020.0,1930681951.0,2020-03-21 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,115.85,16-30
5045,U001,0200759082,INGL co,2020-04-28 18:33:24.375000000,2020.0,1930685569.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,14530.166,16-30
5046,U001,0200416837,DEC corp,2020-04-04 15:45:23.500000000,2020.0,1930599719.0,2020-03-04 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM4,1210.58,0-15
5047,U001,0200769623,WAL-MAR in,2020-05-09 13:57:41.250000000,2020.0,1930738587.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,214.501,16-30
5048,U001,0200794332,COST us,2020-04-14 15:46:52.375000000,2020.0,1930641605.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAAX,6155.163,16-30
5049,U001,0200529372,GHC  trust,2020-05-22 14:49:07.937500000,2020.0,1930838534.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,233364.46699999998,0-15
5050,U001,200744019,TARG in,2020-04-22 02:39:47.875000000,2020.0,1930683094.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAA8,35215.977999999996,16-30
5051,U001,0200769623,WAL-MAR corp,2020-05-01 20:23:22.000000000,2020.0,1930723872.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAH4,26346.362,16-30
5052,U001,0200759878,SA corporation,2020-04-22 08:53:14.750000000,2020.0,1930593859.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,20269.612999999998,31-45
5053,U001,0200743129,BROOKS llc,2020-04-28 15:27:50.625000000,2020.0,1930704960.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,16254.217,16-30
5054,U013,0140103496,JAME in,2020-06-01 07:26:17.750000000,2020.0,1991840174.0,2020-03-29 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAVF,19827.023999999998,16-30
5055,U001,0200748108,KROGER corporation,2020-05-04 21:49:57.625000000,2020.0,1930753720.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,1667.785,0-15
5056,U013,0100046479,PAPA corporation,2020-04-17 13:18:23.875000000,2020.0,1991839498.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAVD,9720.199999999999,16-30
5057,U001,0200078795,H T H corp,2020-05-27 01:16:06.000000000,2020.0,1930811783.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,234.185,16-30
5058,CA02,0140106408,WAL-M llc,2020-04-05 10:06:25.656250000,2020.0,2960622385.0,2020-03-22 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-22 00:00:00.000000000,CA10,80328.75,0-15
5059,U001,0200771157,WEIS corp,2020-05-17 05:07:25.500000000,2020.0,1930783838.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,68079.697,16-30
5060,U001,0200920735,ALBERT us,2020-04-14 18:06:20.000000000,2020.0,1930646545.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,80096.212,16-30
5061,U001,0200772670,ASSOCIAT associates,2020-05-05 18:30:10.125000000,2020.0,1930732156.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAU5,47514.606999999996,16-30
5062,U001,0200743129,BROOKS corp,2020-04-12 01:33:36.125000000,2020.0,1930632940.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,85419.83099999999,16-30
5063,U001,0200769623,WAL-MAR ,2020-05-27 02:45:41.375000000,2020.0,1930793512.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAH4,398.21599999999995,16-30
5064,U001,0100044041,DEF. F foundation,2020-05-19 17:11:02.687500000,2020.0,1930811581.0,2020-04-22 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,2198.8399999999997,0-15
5065,U001,0200915438,GROC trust,2020-04-13 00:03:22.500000000,2020.0,1930620520.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,9385.25,16-30
5066,U001,200726979,BJ'S  corp,2020-04-14 13:51:39.750000000,2020.0,1930664773.0,2020-03-18 00:00:00.000000000,2020-04-02 00:00:00.000000000,2020-03-18 00:00:00.000000000,NAA8,753.662,0-15
5067,CA02,0140105785,SHOPPE ,2020-05-23 03:20:48.562500000,2020.0,2960630937.0,2020-04-27 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-05-05 00:00:00.000000000,CA10,38737.78,0-15
5068,U001,0200769623,WAL-MAR us,2020-06-04 19:25:08.625000000,2020.0,1930848700.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,21447.853,16-30
5069,U001,0200762301,C&S WH co,2020-05-08 07:11:52.750000000,2020.0,1930749157.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAC6,53857.09,16-30
5070,U001,0200915438,GROC systems,2020-05-19 19:11:04.250000000,2020.0,1930779444.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,14942.613,16-30
5071,U001,0200769623,WAL-MAR corp,2020-05-18 18:40:21.000000000,2020.0,1930779573.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAH4,15112.257999999998,16-30
5072,U001,0200780383,MEIJ corp,2020-05-09 04:15:50.500000000,2020.0,1930710735.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,38193.77099999999,16-30
5073,U001,0200803720,DEC co,2020-06-08 20:52:45.000000000,2020.0,1930872206.0,2020-05-07 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAM4,516.852,16-30
5074,U001,0200772670,ASSOCIAT llc,2020-05-08 04:29:12.500000000,2020.0,1930763825.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAU5,20689.829999999998,16-30
5075,CA02,0140104423,METRO  llc,2020-03-27 01:28:09.625000000,2020.0,2960617264.0,2020-03-03 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-03-05 00:00:00.000000000,CA10,48268.71,0-15
5076,U001,0200418007,AM corp,2020-05-13 05:47:33.500000000,2020.0,1930764233.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,13858.775,16-30
5077,U001,0200742791,QUI associates,2020-06-07 10:01:22.375000000,2020.0,1930861096.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,20745.417,16-30
5078,U001,0200769623,WAL-MAR trust,2020-05-10 00:26:05.500000000,2020.0,1930743649.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAH4,10747.52,16-30
5079,U001,0200793830,M in,2020-05-14 17:00:10.375000000,2020.0,1930789029.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAA8,31128.23,0-15
5080,U001,0200705742,DOT corp,2020-06-01 04:12:04.000000000,2020.0,1930787923.0,2020-04-14 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-04-14 00:00:00.000000000,NA32,36103.977,16-30
5081,U001,0200148860,DOLLA systems,2020-05-29 06:53:23.625000000,2020.0,1930837483.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,39321.212,16-30
5082,U001,0200769623,WAL-MAR systems,2020-04-05 02:35:24.250000000,2020.0,1930597878.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAH4,41619.235,16-30
5083,U001,0200769369,DI us,2020-04-19 17:29:56.125000000,2020.0,1930681968.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,40783.26,0-15
5084,U001,0200769623,WAL-MAR ,2020-04-17 20:52:10.875000000,2020.0,1930678559.0,2020-03-20 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-20 00:00:00.000000000,NAH4,33240.731999999996,0-15
5085,CA02,0140106209,SNOW C corp,2020-03-27 16:56:33.812500000,2020.0,2960618267.0,2020-03-03 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-11 00:00:00.000000000,CA10,7614.75,0-15
5086,U001,0200769623,WAL-MAR systems,2020-04-01 09:20:18.625000000,2020.0,1930592972.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,5784.24,0-15
5087,U001,0200769623,WAL-MAR llc,2020-05-29 19:02:14.000000000,2020.0,1930827582.0,2020-04-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,NAH4,10847.543,16-30
5088,U001,0200741174,M B  corporation,2020-05-16 05:39:13.062500000,2020.0,1930814971.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,12084.247,0-15
5089,U001,0200769623,WAL-MAR us,2020-05-07 05:35:38.250000000,2020.0,1930727411.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,46423.166999999994,16-30
5090,U001,0200769623,WAL-MAR in,2020-04-10 21:41:40.250000000,2020.0,1930607433.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,56386.28799999999,16-30
5091,U001,0200769623,WAL-MAR systems,2020-04-23 18:21:22.250000000,2020.0,1930687564.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,28996.337999999996,16-30
5092,CA02,0140106408,WAL-M foundation,2020-04-08 00:01:41.187500000,2020.0,2960622454.0,2020-03-20 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-21 00:00:00.000000000,CA10,109073.67,0-15
5093,U001,0200020431,DEC associates,2020-05-28 06:56:13.250000000,2020.0,1930817619.0,2020-04-23 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM4,349.53099999999995,16-30
5094,U001,0200761734,H E BUT ,2020-05-08 14:40:41.750000000,2020.0,1930752335.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,24056.087999999996,16-30
5095,U001,0200704045,RA llc,2020-05-28 09:21:04.000000000,2020.0,1930831446.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,25188.751,16-30
5096,U001,0200779906,BOZZU ,2020-05-19 04:20:34.125000000,2020.0,1930769233.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,22233.379,16-30
5097,U001,0200705742,DOT systems,2020-04-24 20:04:15.250000000,2020.0,1930705792.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,7580.460999999999,0-15
5098,U001,0200772670,ASSOCIAT foundation,2020-04-08 08:35:14.000000000,2020.0,1930597748.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAU5,43883.846999999994,16-30
5099,U001,0200915438,GROC corporation,2020-05-10 16:16:10.000000000,2020.0,1930730299.0,2020-04-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,2020-04-08 00:00:00.000000000,NAA8,8678.599999999999,16-30
5100,U001,0200762301,C&S WH in,2020-04-19 15:11:06.875000000,2020.0,1930682013.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAC6,78173.256,0-15
5101,U001,0200769623,WAL-MAR associates,2020-04-17 11:20:00.250000000,2020.0,1930617997.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,10947.146,16-30
5102,U001,0100031704,DELHAIZE systems,2020-05-13 06:01:52.250000000,2020.0,1930781853.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,5902.155,16-30
5103,U001,0200769623,WAL-MAR corp,2020-04-05 23:39:26.375000000,2020.0,1930605060.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAH4,26721.408,16-30
5104,U001,0200230690,DECA co,2020-04-10 01:55:05.375000000,2020.0,1930674324.0,2020-03-20 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM2,6870.996999999999,16-30
5105,U001,0200769623,WAL-MAR in,2020-04-08 21:18:45.000000000,2020.0,1930586628.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAH4,38176.795999999995,16-30
